GRT_LABELLED_CLASSIFICATION_DATA_FILE_V1.0
DatasetName: harlequinPosABS
InfoText: 
NumDimensions: 45
TotalNumExamples: 53
NumberOfClasses: 10
ClassIDsAndCounters: 
1	3	NOT_SET
9	7	NOT_SET
12	3	NOT_SET
20	7	NOT_SET
28	7	NOT_SET
31	6	NOT_SET
37	5	NOT_SET
39	5	NOT_SET
51	5	NOT_SET
56	5	NOT_SET
UseExternalRanges: 0
Data:
39	30.2675	-138.129	1477.01	30.7099	-24.0967	1561.09	72.8201	218.529	1619.83	-103.194	-33.4043	1574.42	-259.036	-94.3283	1481.89	-144.468	101.447	1485.03	164.614	-14.789	1547.77	218.085	-185.46	1474.84	307.73	-410.526	1306	-55.8775	-258.118	1401.45	133.031	-600.744	1288.82	-23.8515	-689.15	1636.42	115.528	-246.203	1384.39	176.366	-411.606	1318.77	143.771	-360.403	1308.24
39	33.2375	-137.376	1471.47	34.2494	-20.6047	1555.47	71.207	216.118	1616.86	-97.0563	-32.4915	1573.58	-253.881	-120.23	1497.75	-145.524	96.603	1481.95	165.555	-8.71791	1537.37	220.125	-183.258	1472.93	308.635	-404.838	1310.77	-54.0647	-261.958	1399.36	22.6236	-651.731	1310.13	7.19577	-738.786	1691.5	118.516	-246.335	1375.56	181.57	-389.535	1301.86	-114.286	-460.688	1214.17
39	31.45	-133.826	1468.91	32.3864	-21.0364	1552.93	71.0428	213.926	1614.71	-99.1293	-30.2794	1566.8	-249.636	-121.579	1484.1	-144.989	97.4853	1482.84	163.902	-11.7934	1539.06	222.01	-192.578	1472.31	308.933	-413.504	1305.54	-55.164	-252.638	1393.94	-61.0675	-646.925	1292.61	253.902	-600.777	1520.47	116.191	-240.595	1375.86	184.751	-391.88	1308.29	81.0816	-397.905	1346.03
39	34.5184	-146.204	1479.01	36.0968	-30.6627	1564	69.7703	212.049	1603.58	-99.6377	-38.7139	1577.47	-254.027	-129.551	1479.09	-153.055	86.6254	1495.28	171.831	-22.6114	1550.54	225.075	-192.686	1466.02	306.602	-399.381	1302.54	-53.2255	-266.856	1402.57	-75.0082	-652.374	1531.67	152.825	-480.403	1263.76	119.105	-256.634	1385.47	179.195	-392.757	1306.34	-84.9082	-469.224	1228.27
39	32.722	-147.86	1477.1	34.881	-31.8463	1553.63	71.3383	210.151	1598.74	-98.6407	-41.6998	1572.33	-259.479	-128.067	1489.07	-159.529	86.6218	1490.81	168.403	-21.9929	1534.93	225.107	-186.442	1472.91	304.432	-390.455	1305.39	-57.9433	-270.406	1412.97	-75.8549	-663.139	1518.83	185.676	-566.741	1243.93	119.069	-257.343	1388.18	181.63	-382.826	1308.19	-79.2908	-460.9	1228.07
51	34.8657	-141.326	1460.23	41.1598	-25.4546	1541.28	81.0758	203.738	1538.9	-91.1406	-28.5776	1556.01	-261.746	-130.506	1439.73	-166.882	91.6649	1453.86	173.46	-22.3316	1526.54	227.924	-200.373	1474.18	268.619	-396.219	1232.33	-55.806	-259.189	1388.58	-26.1841	-611.49	1186.66	31.5749	-711.154	1560.81	112.949	-255.206	1369.78	284.818	-364.04	1344.62	131.1	-392.41	1244.92
51	34.5141	-136.526	1462.39	40.1539	-24.9905	1541.26	82.025	206.026	1540.45	-92.8827	-28.7624	1556.11	-260.307	-128.815	1441.21	-150.047	96.3034	1451.6	173.19	-21.2187	1526.42	226.691	-195.992	1471.21	292.991	-379.832	1303.79	-55.9308	-250.466	1392.99	-53.1241	-655.716	1353.88	100.419	-651.77	1713.98	113.679	-245.657	1374.06	171.931	-373.66	1298.15	265.15	-431.353	1365.51
51	34.2155	-134.733	1464.5	39.8043	-23.1347	1543.5	83.3309	207.703	1538.61	-92.3024	-26.7362	1557.94	-255.02	-120.775	1451.17	-162.78	90.9547	1449.92	171.911	-19.5333	1529.07	226.497	-191.287	1474.13	295.976	-392.245	1311.45	-54.8802	-248.608	1394.61	-76.2814	-654.526	1371.41	85.0719	-741.698	1717.28	112.134	-244.055	1376.36	186.748	-374.47	1299.95	158.699	-398.654	1496.37
51	34.2155	-134.733	1464.5	39.8043	-23.1347	1543.5	83.3309	207.703	1538.61	-92.3024	-26.7362	1557.94	-255.02	-120.775	1451.17	-162.78	90.9547	1449.92	171.911	-19.5333	1529.07	226.497	-191.287	1474.13	295.976	-392.245	1311.45	-54.8802	-248.608	1394.61	-76.2814	-654.526	1371.41	85.0719	-741.698	1717.28	112.134	-244.055	1376.36	186.748	-374.47	1299.95	158.699	-398.654	1496.37
51	34.0532	-133.703	1463.66	37.834	-20.9461	1539.84	83.5527	208.484	1536.88	-93.768	-26.8801	1555.15	-256.076	-123.15	1460.55	-166.426	87.9944	1445.14	169.436	-15.0121	1524.52	224.699	-187.834	1466.98	257.855	-396.174	1214.58	-52.1418	-250.176	1397.07	-119.086	-642.181	1309.81	76.9893	-741.543	1633.75	112.687	-242.743	1377.89	121.451	-635.71	1417.08	136.573	-403.513	1347.75
